3.00E-002	-67.5	-67.5	-67.5	-67.5	-67.5
7.16E-002	-67.4999847	-67.0835648	-66.8753586	-65.2096863	-61.0455246
0.113283336	-67.4999695	-66.6762619	-66.2644196	-62.9696121	-54.7326164
0.154925004	-67.4999542	-66.2771683	-65.6657867	-60.7746849	-48.54702
0.196566671	-67.499939	-65.8855057	-65.0782776	-58.6197739	-42.4663582
0.238208339	-67.4999237	-65.5005875	-64.5008011	-56.498333	-36.4372635
0.279850006	-67.4999084	-65.1217957	-63.9322891	-54.401001	-30.3301888
0.321491659	-67.4998932	-64.7485352	-63.3716583	-52.3138237	-23.8611526
0.363133311	-67.4998779	-64.3802261	-62.8177681	-50.2158585	-16.488327
0.404774964	-67.4998627	-64.0162811	-62.2693901	-48.0759277	-7.33448029
0.446416616	-67.4998474	-63.6561203	-61.7251892	-45.848217	4.72432137
0.488058269	-67.4998322	-63.2991371	-61.1836967	-43.4662895	20.4520531
0.529699922	-67.4998169	-62.9447098	-60.64328	-40.8347855	38.4676628
0.571341574	-67.4998016	-62.5921822	-60.1021118	-37.8177071	52.7081146
0.612983227	-67.4997864	-62.2408638	-59.5581398	-34.2215996	55.9668999
0.654624879	-67.4997711	-61.8900223	-59.009037	-29.7716503	53.7083931
0.696266532	-67.4997559	-61.5388794	-58.4521523	-24.0802402	53.7285919
0.737908185	-67.4997406	-61.1865959	-57.8844604	-16.6156044	52.0937691
0.779549837	-67.4997253	-60.8322601	-57.3024597	-6.70883656	51.8220978
0.82119149	-67.4997101	-60.4748917	-56.7020874	6.26821423	49.9584618
0.862833142	-67.4996948	-60.1134071	-56.0785904	22.206955	49.4316826
0.904474795	-67.4996796	-59.7466202	-55.4263458	38.6458473	47.3200111
0.946116447	-67.4996643	-59.3732147	-54.7386589	49.7466774	46.4734955
0.9877581	-67.499649	-58.9917221	-54.0074654	51.8087234	44.2384415
1.02939975	-67.4996338	-58.600502	-53.2229538	50.8913651	43.0117493
1.07104146	-67.4996185	-58.1976967	-52.3730469	50.5759087	40.7692566
1.11268318	-67.4996033	-57.7811928	-51.4426994	49.4229813	39.1745071
1.15432489	-67.499588	-57.3485756	-50.4129372	48.6160812	36.9686279
1.1959666	-67.4995728	-56.8970528	-49.2595024	47.17202	35.0914459
1.23760831	-67.4995575	-56.4233818	-47.9509506	46.0016823	32.9119034
1.27925003	-67.4995422	-55.9237633	-46.445919	44.316349	30.8621006
1.32089174	-67.4995346	-55.3937073	-44.6891785	42.8265915	28.689579
1.36253345	-67.499527	-54.8278656	-42.6058693	40.9622192	26.5578651
1.40417516	-67.4995193	-54.2198143	-40.0930176	39.2033653	24.3884792
1.44581687	-67.4995117	-53.5617561	-37.0071411	37.2086983	22.2343216
1.48745859	-67.4995041	-52.8441391	-33.1464462	35.2471619	20.0786266
1.5291003	-67.4994965	-52.0551453	-28.2268944	33.1564484	17.9377174
1.57074201	-67.4994888	-51.179985	-21.8551598	31.0614109	15.8112984
1.61238372	-67.4994812	-50.1999359	-13.5158625	28.9039288	13.7053795
1.65402544	-67.4994736	-49.091011	-2.63502121	26.7340508	11.6223698
1.69566715	-67.4994659	-47.8220673	11.1023636	24.5391331	9.56528664
1.73730886	-67.4994583	-46.3521385	26.8390617	22.3386211	7.53617764
1.77895057	-67.4994507	-44.6265488	41.1269455	20.1342869	5.53679705
1.82059228	-67.4994431	-42.5712852	48.7639389	17.9350052	3.56846595
1.862234	-67.4994354	-40.084774	49.4738464	15.7451439	1.63216639
1.90387571	-67.4994278	-37.0258942	49.0458794	13.5698118	-0.271378279
1.94551742	-67.4994202	-33.196949	48.3850899	11.4127407	-2.14169931
1.98715913	-67.4994125	-28.3209667	47.3729248	9.277215	-3.97852826
2.02880073	-67.4994049	-22.0166149	46.2299385	7.16581345	-5.78174019
2.07044244	-67.4993973	-13.7876205	44.8505592	5.0806179	-7.55135345
2.11208415	-67.4993896	-3.08563614	43.3652267	3.02317977	-9.28746033
2.15372586	-67.499382	10.3877001	41.7048912	0.994696379	-10.9902706
2.19536757	-67.4993744	25.8262978	39.9542313	-1.00407374	-12.6600742
2.23700929	-67.4993668	39.9949265	38.0784531	-2.97262406	-14.2971973
2.278651	-67.4993591	47.9246407	36.1286545	-4.91072083	-15.9020433
2.32029271	-67.4993515	48.9964333	34.09478	-6.81837082	-17.4751015
2.36193442	-67.4993439	48.5608978	32.005806	-8.69574833	-19.0169373
2.40357614	-67.4993362	47.9385452	29.8647938	-10.5431957	-20.5282135
2.44521785	-67.4993286	46.897953	27.6885872	-12.3612061	-22.0097141
2.48685956	-67.499321	45.7501488	25.4847336	-14.1504145	-23.4623604
2.52850127	-67.4993134	44.3379059	23.2640953	-15.9115868	-24.8872128
2.57014298	-67.4993057	42.8331795	21.0343132	-17.6456451	-26.2855167
2.6117847	-67.4992981	41.1418228	18.8030243	-19.3537121	-27.6586723
2.65342641	-67.4992905	39.3671227	16.5764847	-21.0370827	-29.0082493
2.69506812	-67.4992828	37.464325	14.3601589	-22.6973591	-30.3359909
2.73670983	-67.4992752	35.4911499	12.1586189	-24.3364029	-31.6437454
2.77835155	-67.4992676	33.4347878	9.97571373	-25.9564457	-32.9334679
2.81999326	-67.4992599	31.3258057	7.81450653	-27.5601463	-34.2071915
2.86163497	-67.4992523	29.1668835	5.6774745	-29.1505623	-35.4668922
2.90327668	-67.4992447	26.9749699	3.56652761	-30.7312984	-36.714489
2.94491839	-67.4992371	24.7576275	1.48307991	-32.3064041	-37.9516869
2.98656011	-67.4992294	22.5255489	-0.571890354	-33.880455	-39.1799164
3.02820182	-67.4992218	20.2862778	-2.59777761	-35.4584808	-40.4001617
3.06984353	-67.4992142	18.0473175	-4.59429789	-37.0458755	-41.6128502
3.11148524	-67.4992065	15.8146954	-6.56141281	-38.6482925	-42.8176689
3.15312696	-67.4991989	13.5937614	-8.49936295	-40.2714233	-44.013401
3.19476867	-67.4991913	11.3888931	-10.408576	-41.9206848	-45.1977806
3.23641038	-67.4991837	9.20375443	-12.2896547	-43.6008148	-46.3673096
3.27805209	-67.499176	7.04125881	-14.1433725	-45.3152618	-47.517189
3.3196938	-67.4991684	4.90372086	-15.9707317	-47.0653992	-48.6412659
3.36133552	-67.4991608	2.7929101	-17.7729015	-48.8495674	-49.7320862
3.40297723	-67.4991531	0.710084677	-19.5513134	-50.6618996	-50.7811012
3.44461894	-67.4991455	-1.34390926	-21.3076668	-52.4910736	-51.7789955
3.48626065	-67.4991379	-3.3685782	-23.0440025	-54.3191948	-52.7162247
3.52790236	-67.4991302	-5.36373234	-24.7627659	-56.1211739	-53.5836029
3.56954408	-67.4991226	-7.32947063	-26.4669075	-57.8650475	-54.3730164
3.61118579	-67.499115	-9.26611328	-28.1599369	-59.5137863	-55.0780983
3.6528275	-67.4991074	-11.1741695	-29.8460102	-61.0289154	-55.6947823
3.69446921	-67.4991074	-13.0543566	-31.5299778	-62.3756142	-56.2216301
3.73611093	-67.4990997	-14.9075966	-33.2174683	-63.5283241	-56.6598701
3.77775264	-67.4990997	-16.7349567	-34.9148674	-64.4751663	-57.0132141
3.81939435	-67.4990997	-18.5377579	-36.6293335	-65.2195358	-57.2873726
