        -121   2.73237511E-05
        -117   4.84068332E-05
        -113   8.55311591E-05
        -109   1.50685548E-04
        -105   2.64610309E-04
        -101   4.62981610E-04
         -97   8.06760334E-04
         -93   1.39929890E-03
         -89   2.41416506E-03
         -85   4.13944386E-03
         -81   7.04619940E-03
         -77   1.18896356E-02
         -73   1.98482536E-02
         -69   3.26919295E-02
         -65   5.29324822E-02
         -61   8.38363469E-02
         -57  0.129077807    
         -53  0.191770732    
         -49  0.272848219    
         -45  0.369423836    
         -41  0.474444419    
         -37  0.578534007    
         -33  0.673173070    
         -29  0.753132164    
         -25  0.816925228    
         -21  0.865759075    
         -17  0.902125120    
         -13  0.928755462    
          -9  0.948083341    
          -5  0.962062240    
          -1  0.972173154    
           3  0.979503274    
           7  0.984836757    
          11  0.988734245    
          15  0.991595507    
          19  0.993705690    
          23  0.995269060    
          27  0.996432245    
          31  0.997301221    
          35  0.997952580    
          39  0.998442769    
          43  0.998812854    
          47  0.999092937    
          51  0.999305546    
          55  0.999467313    
          59  0.999590695    
          63  0.999685049    
          67  0.999757290    
          71  0.999812663    
          75  0.999855220    
          79  0.999888003    
