   2.99999993E-02   5.29324822E-02  0.596120775      0.317676932    
   7.16416687E-02   5.29324822E-02  0.596120775      0.317676932    
  0.113283336       5.29638864E-02  0.596115887      0.317679107    
  0.154925004       5.30206636E-02  0.596106172      0.317683369    
  0.196566671       5.30979633E-02  0.596091747      0.317689717    
  0.238208339       5.31918779E-02  0.596072733      0.317698091    
  0.279850006       5.32992631E-02  0.596049130      0.317708462    
  0.321491659       5.34175895E-02  0.596020997      0.317720830    
  0.363133311       5.35448194E-02  0.595988393      0.317735136    
  0.404774964       5.36793098E-02  0.595951378      0.317751378    
  0.446416616       5.38197309E-02  0.595909953      0.317769498    
  0.488058269       5.39650172E-02  0.595864177      0.317789525    
  0.529699922       5.41143045E-02  0.595814049      0.317811400    
  0.571341574       5.42668961E-02  0.595759630      0.317835122    
  0.612983227       5.44222333E-02  0.595700920      0.317860693    
  0.654624879       5.45798577E-02  0.595637918      0.317888081    
  0.696266532       5.47394045E-02  0.595570683      0.317917258    
  0.737908185       5.49005717E-02  0.595499277      0.317948222    
  0.779549837       5.50631210E-02  0.595423639      0.317980975    
  0.821191490       5.52268587E-02  0.595343828      0.318015486    
  0.862833142       5.53916246E-02  0.595259905      0.318051755    
  0.904474795       5.55572920E-02  0.595171869      0.318089753    
  0.946116447       5.57237528E-02  0.595079720      0.318129480    
  0.987758100       5.58909252E-02  0.594983459      0.318170905    
   1.02939975       5.60587347E-02  0.594883144      0.318214029    
   1.07104146       5.62271252E-02  0.594778776      0.318258822    
   1.11268318       5.63960485E-02  0.594670355      0.318305284    
   1.15432489       5.65654673E-02  0.594557941      0.318353415    
   1.19596660       5.67353480E-02  0.594441533      0.318403184    
   1.23760831       5.69056645E-02  0.594321132      0.318454593    
   1.27925003       5.70763946E-02  0.594196796      0.318507612    
   1.32089174       5.72475158E-02  0.594068527      0.318562239    
   1.36253345       5.74190170E-02  0.593936324      0.318618476    
   1.40417516       5.75908795E-02  0.593800247      0.318676293    
   1.44581687       5.77630922E-02  0.593660295      0.318735689    
   1.48745859       5.79356439E-02  0.593516469      0.318796635    
   1.52910030       5.81085235E-02  0.593368828      0.318859130    
   1.57074201       5.82817271E-02  0.593217313      0.318923146    
   1.61238372       5.84552437E-02  0.593062043      0.318988681    
   1.65402544       5.86290658E-02  0.592902958      0.319055736    
   1.69566715       5.88031895E-02  0.592740119      0.319124281    
   1.73730886       5.89776039E-02  0.592573524      0.319194317    
   1.77895057       5.91523089E-02  0.592403233      0.319265842    
   1.82059228       5.93272969E-02  0.592229187      0.319338828    
   1.86223400       5.95025606E-02  0.592051506      0.319413245    
   1.90387571       5.96780963E-02  0.591870129      0.319489092    
   1.94551742       5.98539002E-02  0.591685116      0.319566369    
   1.98715913       6.00299649E-02  0.591496468      0.319645077    
   2.02880073       6.02062903E-02  0.591304183      0.319725186    
   2.07044244       6.03828691E-02  0.591108322      0.319806665    
   2.11208415       6.05596974E-02  0.590908885      0.319889545    
   2.15372586       6.07367717E-02  0.590705872      0.319973767    
   2.19536757       6.09140843E-02  0.590499341      0.320059359    
   2.23700929       6.10916317E-02  0.590289295      0.320146292    
   2.27865100       6.12694100E-02  0.590075731      0.320234537    
   2.32029271       6.14474192E-02  0.589858711      0.320324123    
   2.36193442       6.16256483E-02  0.589638233      0.320415020    
   2.40357614       6.18040971E-02  0.589414299      0.320507199    
   2.44521785       6.19827621E-02  0.589186966      0.320600659    
   2.48685956       6.21616393E-02  0.588956237      0.320695400    
   2.52850127       6.23407215E-02  0.588722110      0.320791394    
   2.57014298       6.25200048E-02  0.588484645      0.320888638    
   2.61178470       6.26994893E-02  0.588243842      0.320987105    
   2.65342641       6.28791675E-02  0.587999701      0.321086824    
   2.69506812       6.30590394E-02  0.587752283      0.321187735    
   2.73670983       6.32390976E-02  0.587501585      0.321289867    
   2.77835155       6.34193346E-02  0.587247610      0.321393192    
   2.81999326       6.35997504E-02  0.586990416      0.321497679    
   2.86163497       6.37803376E-02  0.586730003      0.321603328    
   2.90327668       6.39610961E-02  0.586466372      0.321710140    
   2.94491839       6.41420260E-02  0.586199522      0.321818113    
   2.98656011       6.43231124E-02  0.585929513      0.321927220    
   3.02820182       6.45043552E-02  0.585656404      0.322037429    
   3.06984353       6.46857545E-02  0.585380137      0.322148770    
   3.11148524       6.48673028E-02  0.585100770      0.322261214    
   3.15312696       6.50489926E-02  0.584818304      0.322374731    
   3.19476867       6.52308315E-02  0.584532797      0.322489321    
   3.23641038       6.54128045E-02  0.584244251      0.322604984    
   3.27805209       6.55949116E-02  0.583952665      0.322721690    
   3.31969380       6.57771453E-02  0.583658099      0.322839469    
   3.36133552       6.59595057E-02  0.583360493      0.322958261    
   3.40297723       6.61419854E-02  0.583059967      0.323078096    
   3.44461894       6.63245842E-02  0.582756460      0.323198944    
   3.48626065       6.65072873E-02  0.582450032      0.323320776    
   3.52790236       6.66901022E-02  0.582140684      0.323443592    
   3.56954408       6.68730214E-02  0.581828475      0.323567390    
   3.61118579       6.70560375E-02  0.581513405      0.323692173    
   3.65282750       6.72391430E-02  0.581195474      0.323817909    
   3.69446921       6.74223453E-02  0.580874681      0.323944598    
   3.73611093       6.76056296E-02  0.580551088      0.324072212    
   3.77775264       6.77889958E-02  0.580224693      0.324200749    
   3.81939435       6.79724365E-02  0.579895556      0.324330211    
   3.86103606       6.81559518E-02  0.579563677      0.324460566    
   3.90267777       6.83395341E-02  0.579229057      0.324591815    
   3.94431949       6.85231760E-02  0.578891754      0.324723959    
   3.98596120       6.87068775E-02  0.578551710      0.324856967    
   4.02760267       6.88906312E-02  0.578209043      0.324990839    
   4.06924438       6.90744296E-02  0.577863693      0.325125575    
   4.11088610       6.92582726E-02  0.577515721      0.325261146    
   4.15252781       6.94421530E-02  0.577165127      0.325397551    
   4.19416952       6.96260631E-02  0.576811969      0.325534761    
   4.23581123       6.98100030E-02  0.576456249      0.325672776    
   4.27745295       6.99939653E-02  0.576097965      0.325811595    
   4.31909466       7.01779500E-02  0.575737119      0.325951219    
   4.36073637       7.03619421E-02  0.575373769      0.326091617    
   4.40237808       7.05459416E-02  0.575007975      0.326232791    
   4.44401979       7.07299411E-02  0.574639678      0.326374710    
   4.48566151       7.09139332E-02  0.574268937      0.326517373    
   4.52730322       7.10979179E-02  0.573895752      0.326660782    
   4.56894493       7.12818876E-02  0.573520184      0.326804906    
   4.61058664       7.14658350E-02  0.573142231      0.326949745    
   4.65222836       7.16497526E-02  0.572761893      0.327095300    
   4.69387007       7.18336329E-02  0.572379231      0.327241570    
   4.73551178       7.20174760E-02  0.571994245      0.327388525    
   4.77715349       7.22012743E-02  0.571606934      0.327536136    
   4.81879520       7.23850206E-02  0.571217358      0.327684432    
   4.86043692       7.25687072E-02  0.570825517      0.327833384    
   4.90207863       7.27523267E-02  0.570431411      0.327982962    
   4.94372034       7.29358718E-02  0.570035100      0.328133196    
   4.98536205       7.31193423E-02  0.569636583      0.328284055    
   5.02700377       7.33027235E-02  0.569235861      0.328435540    
   5.06864548       7.34860078E-02  0.568832994      0.328587621    
   5.11028719       7.36691877E-02  0.568427980      0.328740299    
   5.15192890       7.38522634E-02  0.568020880      0.328893572    
   5.19357061       7.40352273E-02  0.567611635      0.329047412    
   5.23521233       7.42180645E-02  0.567200363      0.329201818    
   5.27685404       7.44007677E-02  0.566787004      0.329356790    
   5.31849575       7.45833293E-02  0.566371620      0.329512298    
   5.36013746       7.47657418E-02  0.565954208      0.329668343    
   5.40177917       7.49479979E-02  0.565534830      0.329824924    
   5.44342089       7.51300901E-02  0.565113485      0.329982013    
   5.48506260       7.53120109E-02  0.564690173      0.330139607    
   5.52670431       7.54937455E-02  0.564264953      0.330297709    
   5.56834602       7.56752864E-02  0.563837826      0.330456287    
   5.60998774       7.58566260E-02  0.563408792      0.330615342    
   5.65162945       7.60377496E-02  0.562977910      0.330774873    
   5.69327116       7.62186497E-02  0.562545240      0.330934852    
   5.73491287       7.63993189E-02  0.562110722      0.331095278    
   5.77655458       7.65797421E-02  0.561674416      0.331256151    
   5.81819630       7.67599121E-02  0.561236322      0.331417441    
   5.85983801       7.69398212E-02  0.560796499      0.331579149    
   5.90147972       7.71194547E-02  0.560354948      0.331741244    
   5.94312143       7.72987977E-02  0.559911728      0.331903756    
   5.98476315       7.74778426E-02  0.559466839      0.332066655    
   6.02640486       7.76565745E-02  0.559020281      0.332229912    
   6.06804657       7.78349787E-02  0.558572114      0.332393527    
   6.10968828       7.80130476E-02  0.558122337      0.332557499    
   6.15132999       7.81907663E-02  0.557670951      0.332721829    
   6.19297171       7.83681273E-02  0.557218015      0.332886487    
   6.23461342       7.85451084E-02  0.556763589      0.333051473    
   6.27625513       7.87216946E-02  0.556307614      0.333216757    
   6.31789684       7.88978785E-02  0.555850208      0.333382338    
