  0.488058269      -65.0676880    
  0.987758100      -62.7143135    
   1.48745859      -60.2984962    
   1.98715913      -57.1566467    
   2.48685956      -50.8403282    
   2.98656011      -14.0776014    
   3.48626065       41.9823456    
   3.98596120       16.8399563    
   4.48566151      -8.52846622    
   4.98536205      -30.1410179    
   5.48506260      -52.7882843    
   5.98476315      -70.8320923    
   6.48446369      -71.2943497    
   6.98416424      -71.0975647    
   7.48386478      -70.8609009    
   7.98356533      -70.5873337    
   8.48326015      -70.2763901    
   8.98295498      -69.9285889    
   9.48264980      -69.5457535    
   9.98234463      -69.1308823    
   10.4820395      -68.6880493    
   10.9817343      -68.2220993    
   11.4814291      -67.7382812    
   11.9811239      -67.2420120    
   12.4808187      -66.7384109    
   12.9805136      -66.2321930    
   13.4802084      -65.7273560    
   13.9799032      -65.2271271    
   14.4795980      -64.7339783    
   14.9792929      -64.2496033    
   15.4789877      -63.7750397    
   15.9786825      -63.3107224    
   16.4783783      -62.8566322    
   16.9780731      -62.4123993    
   17.4777679      -61.9773636    
   17.9774628      -61.5506821    
   18.4771576      -61.1313248    
   18.9768524      -60.7181282    
   19.4765472      -60.3097687    
   19.9762421      -59.9047050    
   20.4759369      -59.5010490    
   20.9756317      -59.0963364    
   21.4753265      -58.6870995    
   21.9750214      -58.2680931    
   22.4747162      -57.8306808    
   22.9744110      -57.3596992    
   23.4741058      -56.8264236    
   23.9738007      -56.1718025    
   24.4734955      -55.2607994    
   24.9731903      -53.7314987    
   25.4728851      -50.3095398    
   25.9725800      -37.2234268    
   26.4722748       34.5260887    
   26.9719696       13.3840218    
   27.4716644      -13.4959517    
   27.9713593      -35.4375381    
   28.4710541      -59.1228065    
   28.9707489      -71.0935287    
   29.4704437      -71.1546936    
   29.9701385      -70.9317551    
   30.4698334      -70.6690140    
   30.9695282      -70.3688583    
   31.4692230      -70.0316391    
   31.9689178      -69.6588211    
   32.4686127      -69.2531128    
   32.9683075      -68.8183365    
   33.4680023      -68.3591690    
   33.9676971      -67.8808060    
   34.4673920      -67.3886795    
   34.9670868      -66.8880615    
   35.4667816      -66.3838196    
   35.9664764      -65.8802109    
   36.4661713      -65.3807449    
   36.9658661      -64.8881454    
   37.4655609      -64.4043350    
   37.9652557      -63.9306183    
   38.4649506      -63.4676514    
   38.9646454      -63.0156555    
   39.4643402      -62.5744896    
   39.9640350      -62.1437492    
   40.4637299      -61.7228813    
   40.9634247      -61.3112717    
   41.4631195      -60.9083023    
   41.9628143      -60.5134010    
   42.4625092      -60.1261673    
   42.9622040      -59.7464218    
   43.4618988      -59.3743629    
   43.9615936      -59.0107803    
   44.4612885      -58.6574669    
   44.9609833      -58.3178253    
   45.4606781      -57.9980392    
   45.9603729      -57.7090530    
   46.4600677      -57.4699707    
   46.9597626      -57.3136063    
   47.4594574      -57.2939758    
   47.9591522      -57.4923820    
   48.4588470      -58.0088501    
   48.9585419      -58.9129448    
   49.4582367      -60.1481705    
   49.9579315      -61.4821701    
