  0.488058269      -66.6623154    
  0.987758100      -65.8803864    
   1.48745859      -65.1905823    
   1.98715913      -64.5700836    
   2.48685956      -64.0034561    
   2.98656011      -63.4796410    
   3.48626065      -62.9907188    
   3.98596120      -62.5311432    
   4.48566151      -62.0973282    
   4.98536205      -61.6874237    
   5.48506260      -61.3014145    
   5.98476315      -60.9414673    
   6.48446369      -60.6126442    
   6.98416424      -60.3241730    
   7.48386478      -60.0913658    
   7.98356533      -59.9381943    
   8.48326015      -59.8998566    
   8.98295498      -60.0230598    
   9.48264980      -60.3587418    
   9.98234463      -60.9406013    
   10.4820395      -61.7511673    
   10.9817343      -62.7004662    
   11.4814291      -63.6515694    
   11.9811239      -64.4832001    
   12.4808187      -65.1330414    
   12.9805136      -65.5951538    
   13.4802084      -65.8945694    
   13.9799032      -66.0655212    
   14.4795980      -66.1402359    
   14.9792929      -66.1451263    
   15.4789877      -66.1005707    
   15.9786825      -66.0218353    
   16.4783783      -65.9201965    
   16.9780731      -65.8040543    
   17.4777679      -65.6796494    
   17.9774628      -65.5516815    
   18.4771576      -65.4236984    
   18.9768524      -65.2984467    
   19.4765472      -65.1780014    
   19.9762421      -65.0640182    
   20.4759369      -64.9577560    
   20.9756317      -64.8601608    
   21.4753265      -64.7719650    
   21.9750214      -64.6936569    
   22.4747162      -64.6255112    
   22.9744110      -64.5676498    
   23.4741058      -64.5199509    
   23.9738007      -64.4821472    
   24.4734955      -64.4538040    
   24.9731903      -64.4343185    
   25.4728851      -64.4229355    
   25.9725800      -64.4187851    
   26.4722748      -64.4209518    
   26.9719696      -64.4284058    
   27.4716644      -64.4401169    
   27.9713593      -64.4550552    
   28.4710541      -64.4722519    
   28.9707489      -64.4908142    
   29.4704437      -64.5099106    
   29.9701385      -64.5288391    
   30.4698334      -64.5469971    
   30.9695282      -64.5639496    
   31.4692230      -64.5793228    
   31.9689178      -64.5929108    
   32.4686127      -64.6045456    
   32.9683075      -64.6142044    
   33.4680023      -64.6218948    
   33.9676971      -64.6277161    
   34.4673920      -64.6317902    
   34.9670868      -64.6342926    
   35.4667816      -64.6353989    
   35.9664764      -64.6353302    
   36.4661713      -64.6342545    
   36.9658661      -64.6323776    
   37.4655609      -64.6299133    
   37.9652557      -64.6270065    
   38.4649506      -64.6238327    
   38.9646454      -64.6205368    
   39.4643402      -64.6172409    
   39.9640350      -64.6140213    
   40.4637299      -64.6109772    
   40.9634247      -64.6081848    
   41.4631195      -64.6056671    
   41.9628143      -64.6034698    
   42.4625092      -64.6015930    
   42.9622040      -64.6000595    
   43.4618988      -64.5988388    
   43.9615936      -64.5979309    
   44.4612885      -64.5973129    
   44.9609833      -64.5969467    
   45.4606781      -64.5968018    
   45.9603729      -64.5968552    
   46.4600677      -64.5970764    
   46.9597626      -64.5974121    
   47.4594574      -64.5978470    
   47.9591522      -64.5983505    
   48.4588470      -64.5988998    
   48.9585419      -64.5994492    
   49.4582367      -64.5999985    
   49.9579315      -64.6005478    
